SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1
SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1
State or DC
GeoFips,GeoName,LineCode,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
06000,California,89,"          Financial service charges, fees, and commissions",14016.6,16379.9,19608.8,23202.7,21713.6,22446.5,23334.8,25184.2,27528.5,31230.6,34207.8,36190.3,34330.0,34787.3,37529.1,41233.9,43579.8,45189.5,45523.0,45881.2,48857.1,51358.5,53619.0,55909.3,62829.8,61652.9,62308.0
06000,California,90,"        Insurance",20949.9,22239.4,23280.0,25224.6,25820.4,26222.5,28118.9,30165.3,33290.2,34408.9,35679.3,35505.2,33444.5,35866.4,37550.4,36263.6,37257.7,40903.2,42597.6,43100.5,46118.2,49659.6,48056.6,48739.1,51913.0,53740.8,57348.4
06000,California,91,"          Life insurance",6692.8,6804.5,6923.9,7890.2,7458.6,7067.9,7206.9,8492.6,9200.1,9836.3,10073.3,9930.5,8919.8,8900.2,9157.2,8850.7,8610.8,8880.8,9119.8,7731.1,8526.4,8264.7,8069.7,7822.4,8597.7,9549.3,11421.2
06000,California,92,"          Net household insurance",291.8,330.2,350.3,369.6,401.4,407.1,466.5,545.4,592.7,597.1,722.9,762.2,677.5,687.6,697.2,683.9,759.8,899.2,994.4,1079.0,1117.2,1088.9,1187.9,1235.0,1218.0,1265.3,1376.4
06000,California,93,"          Net health insurance",9079.9,9952.3,10555.6,11586.1,12409.4,13089.7,14393.4,14515.8,16328.8,16776.1,17087.9,16986.3,16288.9,18875.0,20208.7,19259.3,20256.9,23129.4,24241.2,25757.5,27654.3,32099.7,30060.3,31234.8,32338.8,33149.5,34153.0
06000,California,94,"          Net motor vehicle and other transportation insurance",4885.5,5152.4,5450.3,5378.7,5551.1,5657.8,6052.1,6611.5,7168.6,7199.4,7795.2,7826.1,7558.4,7403.6,7487.3,7469.6,7630.2,7993.9,8242.2,8533.0,8820.2,8206.2,8738.7,8446.8,9758.6,9776.8,10397.8
06000,California,95,"      Other services",55975.3,60720.9,65518.7,72193.2,78821.8,83114.0,89312.9,94365.1,99408.3,106597.5,113840.4,116962.7,113235.8,114611.7,118968.7,121911.9,122839.1,129890.8,134251.2,142755.2,151017.7,158897.1,168562.0,163398.4,189917.1,207445.2,225661.2
06000,California,96,"        Communication",15259.1,16604.3,18806.5,20697.1,21403.8,21894.5,23436.2,24969.9,25997.5,27686.5,28895.3,28710.2,27024.2,27811.2,28167.5,27753.2,28412.5,30233.4,30212.0,31552.6,32644.0,33860.7,35390.0,37019.6,40556.8,40441.5,41692.2
06000,California,97,"          Telecommunication services",13617.8,14758.9,16327.5,17558.1,18289.9,18676.1,19556.6,20445.7,21335.0,22486.3,22941.8,22248.9,20585.1,20477.9,20404.1,19440.8,19709.6,21068.2,20013.7,20118.0,20703.3,20620.8,21990.5,22662.3,23510.5,23490.5,23376.5
06000,California,98,"          Postal and delivery services",1174.6,1200.9,1222.7,1232.7,1225.8,1202.9,1273.5,1334.1,1383.8,1542.8,1595.1,1740.1,1638.0,1653.8,1550.9,1451.2,1464.8,1536.2,1611.4,1738.8,1758.7,1937.0,1932.8,2227.8,2691.0,2599.8,2578.8
06000,California,99,"          Internet access",466.6,644.6,1256.2,1906.2,1888.1,2015.5,2606.1,3190.1,3278.7,3657.4,4358.4,4721.2,4801.1,5679.5,6212.6,6861.2,7238.2,7629.0,8586.9,9695.8,10182.0,11302.9,11466.8,12129.5,14355.4,14351.2,15736.8
06000,California,100,"        Education services",11026.0,11321.2,11877.0,13344.2,14759.9,15612.7,16353.7,16898.2,18422.7,20016.3,23071.6,25731.2,26470.0,27901.3,30020.7,31674.0,32364.6,33576.4,34789.5,36315.8,37515.0,38896.7,39953.2,39047.0,41658.4,44091.9,46294.4
06000,California,101,"          Higher education",5813.9,5861.4,6015.8,6836.7,7658.8,8292.6,8711.1,9033.8,10070.9,11182.9,13613.3,15911.5,16629.5,17509.2,19313.8,21049.0,21422.6,22030.3,22464.7,22859.8,23286.7,23656.8,24119.4,24236.7,24597.9,25482.3,26073.3
06000,California,102,"          Nursery, elementary, and secondary schools",2386.1,2529.3,2672.3,2948.2,3302.2,3379.6,3585.1,3591.6,3670.5,3856.4,4124.4,4276.4,4295.3,4236.4,4203.0,4181.8,4314.8,4497.3,4897.7,5638.6,5824.8,6044.4,6315.2,6079.9,7029.0,7427.5,7756.6
06000,California,103,"          Commercial and vocational schools",2826.0,2930.4,3188.9,3559.3,3798.8,3940.5,4057.6,4272.8,4681.2,4977.1,5333.9,5543.3,5545.2,6155.7,6503.9,6443.3,6627.2,7048.8,7427.1,7817.3,8403.5,9195.6,9518.6,8730.4,10031.4,11182.1,12464.5
06000,California,104,"        Professional and other services",12510.7,13224.1,14301.0,15608.2,16804.6,17504.0,19081.7,19907.9,20771.9,22024.2,23566.2,24016.2,22478.0,22533.1,23640.2,23947.1,23886.3,25174.4,26694.4,27738.3,29233.1,30323.8,31972.2,32543.8,35945.0,37552.1,39318.2
06000,California,105,"        Personal care and clothing services",7464.5,7876.8,8575.1,9383.3,9896.9,10427.2,11054.6,12018.8,12970.2,13767.6,14235.6,14620.3,13955.3,14755.8,15684.6,15923.2,16576.1,17982.9,19077.5,19675.2,20492.6,21386.7,22730.5,14650.3,22103.3,26568.1,29929.2
06000,California,106,"        Social services and religious activities",7144.5,7750.8,8631.2,9663.7,10944.7,11575.1,12039.6,12440.9,12964.9,13660.6,14676.8,14921.7,14823.7,14929.2,15322.8,17106.8,17947.6,19241.0,20822.3,23056.2,25066.1,26978.4,29025.5,30244.7,34870.6,38163.7,42749.3
06000,California,107,"        Household maintenance",6038.1,6817.6,6758.7,7195.7,7129.3,6974.0,7161.7,7507.0,7760.9,8006.5,8695.6,8829.4,7957.4,7943.1,8242.5,8756.2,9240.0,9778.9,9985.0,10170.7,10419.6,11541.0,12284.4,12400.5,13274.2,14362.6,14683.9
06000,California,108,"        Net foreign travel",-3467.4,-2873.8,-3430.9,-3698.9,-2117.4,-873.5,185.5,622.4,520.2,1435.8,699.2,133.7,527.2,-1262.0,-2109.7,-3248.7,-5588.0,-6096.1,-7329.4,-5753.8,-4352.8,-4090.3,-2793.7,-2507.5,1508.8,6265.2,10994.1
06000,California,109,"          Foreign travel by U.S. residents",8433.2,8989.6,8828.8,10031.5,9956.2,10047.1,10556.9,12133.3,13108.9,14474.7,15089.8,15671.8,14592.2,15575.7,16021.5,17036.8,17030.5,18217.1,19166.9,19934.8,21658.4,22543.7,24371.0,6846.0,12856.0,29030.8,40218.1
06000,California,110,"          Less: Expenditures in the United States by nonresidents",11900.7,11863.4,12259.6,13730.4,12073.6,10920.5,10371.4,11510.9,12588.7,13038.9,14390.6,15538.1,14065.0,16837.8,18131.2,20285.5,22618.5,24313.2,26496.3,25688.6,26011.2,26634.0,27164.7,9353.5,11347.1,22765.6,29223.9
06000,California,111,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",10082.0,10381.4,12554.1,15561.3,19112.6,22962.4,22399.8,20800.3,20974.4,24662.5,30199.9,33879.5,33434.5,34336.0,36525.6,41039.3,42212.8,43112.8,45589.6,51433.9,50364.6,57153.7,56552.2,68111.4,65022.3,77136.0,80692.7
06000,California,112,"      Gross output of nonprofit institutions",55721.1,57986.2,63098.1,70165.4,78994.9,88636.1,91473.0,93954.2,99767.3,106791.2,120747.2,130451.0,136030.6,142602.1,151642.3,165302.1,170644.9,175954.4,186268.9,199717.7,204793.5,220382.8,229944.2,235132.4,252722.6,273557.9,293558.9
06000,California,113,"      Less: Receipts from sales of goods and services by nonprofit institutions",45639.1,47604.8,50544.0,54604.1,59882.3,65673.6,69073.2,73153.9,78792.9,82128.7,90547.3,96571.5,102596.0,108266.1,115116.7,124262.8,128432.1,132841.6,140679.3,148283.8,154428.9,163229.0,173392.0,167020.9,187700.3,196422.0,212866.2

Legend/Footnotes
1. All personal consumption expenditures (PCE) estimates are in millions of current dollars (not adjusted for inflation). Calculations are performed on unrounded data.
"  Last updated: October 3, 2024-- new statistics for 2023; revised statistics for 2019-2022."
